card_id,account_id,card_type,card_number,expiry_date,cvv,status
254,1365,Credit,6.01162E+15,2027-10-01,634,Active
255,1732,Credit,4.97359E+18,1931-07-01,577,Blocked
256,2651,Credit,2.13114E+14,2028-01-01,420,Blocked
257,6454,Debit,4.41839E+15,1930-12-01,272,Blocked
258,6906,Credit,4.93361E+15,2028-03-01,284,Blocked
259,1839,Credit,4.23842E+12,1932-07-01,285,Active
260,2809,Credit,5.03843E+11,2026-03-01,149,Blocked
261,3552,Credit,4.76573E+12,1931-09-01,330,Blocked
262,4694,Debit,4.06663E+12,2028-04-01,621,Blocked
263,2204,Debit,6.01145E+15,1933-07-01,337,Active
264,270,Credit,3.52342E+15,1932-07-01,333,Active
265,2937,Credit,3.78439E+14,1931-03-01,415,Active
266,1835,Debit,4.04068E+18,1930-01-01,703,Blocked
267,6161,Credit,4.45892E+12,1931-09-01,492,Active
268,3386,Debit,4.89257E+12,2029-12-01,492,Active
269,1816,Credit,2.70125E+15,2028-09-01,120,Blocked
270,2633,Debit,6.54581E+15,1935-01-01,991,Blocked
271,3170,Debit,4.69076E+15,1930-11-01,725,Active
272,3679,Credit,6.39053E+11,2027-06-01,755,Active
273,2167,Credit,4.22851E+12,1930-08-01,131,Active
274,453,Debit,4.69842E+12,1931-02-01,375,Blocked
275,6024,Debit,4.70696E+15,1934-10-01,972,Blocked
276,3126,Debit,4.27743E+15,2028-06-01,810,Active
277,994,Credit,6.76144E+11,1930-11-01,457,Active
278,6759,Credit,3.52594E+15,1934-06-01,606,Active
279,1072,Debit,4.44213E+18,1934-07-01,538,Blocked
280,5255,Debit,6.01104E+15,1930-02-01,709,Active
281,566,Debit,4.25723E+15,1932-05-01,166,Blocked
282,5165,Debit,4.63601E+15,1935-03-01,159,Active
283,2369,Credit,2.13174E+14,2028-02-01,805,Active
284,1290,Credit,3.51238E+15,1934-05-01,955,Active
285,4888,Credit,6.53454E+15,1933-07-01,599,Active
286,5124,Credit,2.13124E+14,2027-02-01,914,Active
287,4192,Credit,3.02276E+13,2026-12-01,166,Active
288,4239,Credit,4.40375E+18,1931-04-01,588,Active
289,6529,Debit,4.89886E+15,2026-05-01,186,Active
290,4360,Debit,4.09508E+15,2028-11-01,801,Blocked
291,3186,Debit,6.5926E+15,2027-04-01,284,Active
292,939,Credit,4.55686E+15,2028-08-01,575,Blocked
293,6188,Debit,4.56711E+12,1931-04-01,436,Active
294,4135,Debit,2.13147E+14,2027-07-01,290,Active
295,2712,Debit,5.62119E+11,1934-01-01,582,Active
296,884,Debit,4.00776E+15,2026-07-01,450,Active
297,3701,Debit,4.90791E+12,1935-03-01,833,Active
298,3383,Debit,3.63105E+13,2029-10-01,191,Active
299,3852,Debit,1.80019E+14,1932-07-01,628,Active
300,6264,Debit,2.27677E+15,2027-01-01,217,Active
301,1434,Credit,4.29562E+18,1935-08-01,531,Blocked
302,2411,Debit,4.42784E+18,1932-09-01,512,Blocked
303,464,Credit,3.8977E+13,2029-08-01,717,Active
304,3553,Credit,3.77084E+14,2028-10-01,276,Blocked
305,2218,Debit,6.30442E+11,2028-05-01,467,Blocked
306,4017,Credit,3.02867E+13,1934-10-01,929,Active
307,6745,Credit,6.76373E+11,1934-08-01,444,Active
308,2651,Credit,4.7789E+18,2029-04-01,667,Blocked
309,3471,Debit,3.57643E+15,1933-01-01,411,Active
310,5819,Debit,2.13182E+14,2026-07-01,579,Active
311,6479,Debit,4.90689E+12,2027-04-01,954,Blocked
312,3617,Credit,1.80085E+14,2029-04-01,472,Blocked
313,720,Debit,3.55908E+15,1932-04-01,668,Active
314,3680,Debit,1.80075E+14,1931-12-01,128,Blocked
315,2,Debit,6.52508E+15,2029-06-01,773,Active
316,1887,Debit,3.55017E+15,2026-08-01,656,Blocked
317,4645,Credit,5.11242E+15,2029-07-01,883,Blocked
318,4370,Credit,4.44878E+15,1931-03-01,829,Blocked
319,3369,Debit,2.13148E+14,1930-06-01,650,Blocked
320,1970,Credit,3.4059E+14,2026-02-01,898,Blocked
321,477,Credit,2.26836E+15,1931-12-01,573,Active
322,1047,Credit,2.34399E+15,1933-02-01,261,Blocked
323,5932,Credit,3.86553E+13,1930-12-01,939,Blocked
324,1133,Debit,4.33202E+15,2025-10-01,335,Blocked
325,2272,Debit,3.57653E+15,2026-08-01,497,Active
326,4005,Debit,2.7065E+15,1931-12-01,381,Blocked
327,2121,Debit,60444509768,1935-03-01,741,Blocked
328,3982,Credit,6.30441E+11,1933-11-01,851,Active
329,1119,Credit,6.50652E+15,1934-07-01,101,Active
330,3704,Debit,1.80063E+14,1932-11-01,678,Blocked
331,6430,Debit,3.53196E+15,1932-09-01,949,Blocked
332,6877,Credit,3.68316E+13,2025-10-01,987,Blocked
333,1030,Credit,6.76215E+11,1934-09-01,249,Active
334,670,Credit,3.01326E+13,1935-03-01,935,Blocked
335,1505,Debit,3.54418E+15,2029-09-01,615,Blocked
336,4375,Debit,5.0183E+11,1934-01-01,329,Active
337,981,Credit,4.83963E+12,1935-07-01,621,Active
338,4544,Debit,6.01172E+15,1934-12-01,496,Blocked
339,2438,Debit,4.33577E+18,1931-04-01,582,Active
340,6444,Credit,1.80025E+14,2027-05-01,744,Active
341,203,Debit,5.78701E+11,1931-07-01,133,Blocked
342,4663,Credit,4.45607E+15,1933-04-01,835,Active
343,2603,Credit,3.05375E+13,2027-12-01,863,Active
344,552,Credit,3.5583E+15,2026-05-01,436,Blocked
345,5168,Credit,6.7596E+11,1930-05-01,560,Blocked
346,5465,Debit,2.6186E+15,2029-01-01,882,Blocked
347,864,Credit,4.79294E+15,2028-09-01,299,Blocked
348,5894,Debit,3.51316E+15,1935-06-01,875,Blocked
349,393,Credit,4.7684E+18,1935-05-01,158,Blocked
350,4188,Debit,4.5017E+18,2028-09-01,314,Blocked
351,2311,Debit,3.79089E+14,1933-02-01,829,Active
352,6951,Credit,3.03693E+13,1933-04-01,508,Blocked
353,3561,Debit,2.29563E+15,2029-07-01,130,Blocked
354,164,Debit,2.23138E+15,1935-05-01,690,Active
355,6707,Debit,4.97552E+18,1930-05-01,162,Blocked
356,1104,Credit,3.53224E+15,1933-09-01,737,Active
357,4826,Credit,6.55207E+15,1935-01-01,980,Active
358,5,Debit,4.62157E+15,2028-04-01,467,Blocked
359,4764,Debit,4.17774E+15,2025-12-01,815,Blocked
360,3950,Credit,4.24247E+18,1935-08-01,516,Active
361,6675,Debit,4.33319E+15,2027-04-01,811,Active
362,6424,Credit,6.76307E+11,2028-08-01,888,Blocked
363,1065,Debit,2.27946E+15,2027-09-01,396,Active
364,537,Debit,6.30456E+11,1934-07-01,849,Blocked
365,6632,Debit,3.47981E+14,2028-01-01,681,Blocked
366,1510,Credit,2.13113E+14,2026-07-01,308,Blocked
367,4540,Debit,3.01884E+13,1930-08-01,492,Blocked
368,3358,Credit,4.15027E+18,2027-07-01,352,Blocked
369,5080,Debit,3.498E+14,1933-08-01,563,Blocked
370,5492,Credit,3.48071E+14,2025-12-01,438,Active
371,4337,Debit,4.88742E+15,2027-02-01,194,Blocked
372,5346,Credit,4.15052E+15,2028-07-01,877,Blocked
373,3431,Credit,4.68434E+15,2028-08-01,152,Blocked
374,2185,Debit,3.58768E+15,2028-02-01,413,Blocked
375,2115,Debit,3.51095E+15,1930-05-01,670,Blocked
376,1561,Debit,4.34624E+15,1932-12-01,149,Active
377,2783,Debit,6.51963E+15,1932-10-01,975,Active
378,3359,Debit,4.57656E+15,1930-05-01,950,Blocked
379,3288,Credit,3.05265E+13,1930-01-01,524,Active
380,1983,Debit,1.80038E+14,2029-02-01,790,Active
381,5558,Debit,3.5983E+15,1933-10-01,153,Active
382,1949,Debit,3.00455E+13,2027-08-01,355,Blocked
383,2106,Credit,2.52507E+15,2028-01-01,815,Blocked
384,1822,Credit,6.5048E+15,2029-01-01,800,Blocked
385,6736,Credit,3.50088E+15,2029-07-01,390,Active
386,3246,Credit,4.69375E+12,2028-12-01,242,Blocked
387,2936,Credit,6.30475E+11,2027-04-01,165,Blocked
388,2099,Debit,4.96457E+15,1935-03-01,378,Blocked
389,4252,Credit,4.39904E+15,2027-02-01,384,Active
390,1851,Debit,4.97134E+15,2029-03-01,476,Active
391,5493,Credit,6.75982E+11,1930-08-01,101,Blocked
392,6925,Credit,3.52048E+15,2028-02-01,700,Active
393,2057,Debit,4.0693E+15,1931-06-01,449,Blocked
394,4690,Debit,4.43847E+15,2026-08-01,656,Active
395,6592,Debit,4.43284E+15,1932-01-01,914,Active
396,6069,Credit,5.03811E+11,2027-01-01,966,Blocked
397,3201,Debit,4.96629E+18,2028-12-01,393,Active
398,3146,Credit,2.71507E+15,2027-02-01,565,Active
399,486,Debit,1.80019E+14,1935-08-01,682,Blocked
400,5593,Credit,3.55357E+15,1933-11-01,651,Blocked
401,2456,Debit,4.72852E+15,1932-04-01,622,Active
402,4112,Credit,6.5571E+15,2029-03-01,274,Blocked
403,2979,Debit,4.75592E+15,1932-03-01,769,Active
404,3989,Debit,3.74331E+14,2025-11-01,916,Active
405,3186,Credit,4.62218E+15,2028-01-01,135,Blocked
406,934,Debit,3.05569E+13,1934-05-01,931,Active
407,3618,Credit,3.5576E+15,2027-01-01,447,Blocked
408,3154,Debit,3.52378E+15,1931-11-01,254,Blocked
409,5723,Credit,3.04171E+13,2028-08-01,241,Active
410,3772,Credit,4.27914E+18,2026-11-01,723,Active
411,4465,Debit,3.70838E+14,1933-05-01,807,Active
412,412,Debit,3.63347E+13,1933-02-01,356,Active
413,1996,Credit,4.42605E+18,1930-09-01,384,Active
414,5382,Debit,4.37567E+18,2026-03-01,874,Active
415,4996,Debit,1.80099E+14,1930-07-01,960,Active
416,6436,Credit,3.48644E+14,1930-12-01,955,Active
417,1513,Credit,1.80051E+14,1931-07-01,453,Blocked
418,5409,Credit,4.78218E+12,2029-09-01,842,Blocked
419,4603,Debit,5.11996E+15,2026-02-01,997,Active
420,4897,Debit,6.01106E+15,2029-07-01,534,Active
421,2620,Debit,3.58689E+15,1933-02-01,717,Blocked
422,1538,Debit,5.03805E+11,1933-02-01,201,Blocked
423,2521,Credit,6.01152E+15,2027-04-01,638,Active
424,6537,Debit,3.50376E+15,2028-11-01,144,Blocked
425,2681,Debit,4.18628E+15,2028-12-01,348,Blocked
426,1314,Credit,6.39024E+11,1930-11-01,704,Blocked
427,52,Debit,3.55795E+15,1935-07-01,893,Blocked
428,4207,Debit,3.0237E+13,2029-09-01,870,Active
429,3825,Debit,6.57724E+15,2025-10-01,170,Blocked
430,2564,Debit,3.57886E+15,1934-05-01,962,Active
431,3365,Credit,2.27005E+15,2028-03-01,919,Active
432,2567,Debit,3.63628E+13,2026-07-01,251,Active
433,301,Credit,5.018E+11,2028-04-01,113,Active
434,4466,Credit,4.93076E+15,2026-12-01,860,Blocked
435,6278,Credit,3.87063E+13,1931-10-01,151,Blocked
436,829,Credit,6.5541E+15,1934-10-01,163,Blocked
437,2757,Credit,3.48031E+14,2026-12-01,717,Active
438,2032,Debit,3.58203E+15,1932-11-01,454,Blocked
439,2257,Credit,4.20108E+12,2026-01-01,413,Active
440,704,Credit,4.49409E+15,1934-01-01,816,Active
441,4941,Debit,3.56901E+15,2028-10-01,788,Active
442,5598,Debit,3.5817E+15,1935-04-01,266,Active
443,3489,Debit,3.50283E+15,1930-12-01,732,Blocked
444,4855,Credit,4.72268E+15,2028-06-01,693,Active
445,2460,Debit,4.07357E+15,1933-12-01,291,Blocked
446,169,Debit,3.58539E+15,1935-07-01,829,Active
447,83,Debit,3.5493E+15,1932-08-01,771,Active
448,4289,Debit,6.30406E+11,1930-02-01,335,Blocked
449,3096,Credit,3.56537E+15,1930-12-01,921,Active
450,1023,Credit,4.06386E+15,2028-04-01,150,Active
451,4240,Credit,1.80068E+14,2029-08-01,373,Blocked
452,1228,Credit,2.13188E+14,1932-01-01,994,Active
453,4111,Credit,4.38493E+15,1933-06-01,497,Blocked
454,3604,Debit,4.5545E+15,1934-02-01,629,Blocked
455,6050,Debit,4.23512E+15,2029-03-01,541,Blocked
456,5035,Debit,2.13124E+14,1935-08-01,968,Blocked
457,6521,Debit,4.06172E+15,2027-10-01,849,Blocked
458,4577,Credit,3.55183E+15,1930-08-01,872,Active
459,3266,Debit,3.79071E+14,1934-12-01,240,Blocked
460,5912,Credit,2.13189E+14,2029-08-01,472,Active
461,4976,Debit,3.77999E+14,2029-02-01,400,Blocked
462,1568,Credit,5.87198E+11,2026-01-01,559,Blocked
463,4872,Credit,3.73145E+14,1932-04-01,215,Blocked
464,4316,Debit,2.26147E+15,1930-08-01,943,Blocked
465,4052,Debit,2.13169E+14,2029-12-01,485,Active
466,4357,Credit,1.80059E+14,1935-02-01,879,Active
467,2354,Debit,6.75925E+11,1934-10-01,500,Blocked
